index,game_id,player,players,generations,createtime,playerScore,position,count,corporation,corporation2,cn,cn_2,breakthrough,aresExtension,erosCardsOption,doubleCorp,pathfindersExpansion,moonExpansion,id,name,resourceCount,players_terraformRating,rn,title,reason
,gfc1cd93ed3f8,尼古拉耶维基,4,8,2022-01-13 22:13:56,115,3,1,Cheung Shing MARS,Valley Trust (breakthrough),铁牌-2,前序公司(突破),True,True,True,True,,False,gfc1cd93ed3f8,Ganymede Colony,,27.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g8d97c2e4fe64,1962142767,4,7,2021-07-10 22:27:13,75,4,1,Pobolog (breakthrough),Utopia Invest,钛公司(未突破),乌托邦公司,True,True,True,True,,False,g8d97c2e4fe64,Ganymede Colony,,23.0,3.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,ga1c730ca3991,轴承选,4,8,2021-07-23 22:02:15,74,4,1,Valley Trust,Morning Star Inc.,前序公司(未突破),金星公司(未突破),False,False,True,True,,False,ga1c730ca3991,Io Mining Industries,,36.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g36299b2018df,点点,4,10,2021-11-06 19:13:19,100,4,1,Vitor,,分牌回3,,True,False,False,False,,False,g36299b2018df,Terraforming Ganymede,,40.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g60983dfa7309,Green,4,8,2021-11-06 22:28:03,98,4,1,Pobolog (breakthrough),Saturn Systems,钛公司(未突破),木星公司,True,True,True,True,,False,g60983dfa7309,Water Import From Europa,,19.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g5e08b93cf03e,迪迦,4,8,2021-11-15 12:10:17,58,4,1,Manutech,Ecoline (breakthrough),产能公司,植物(突破),True,True,False,True,,False,g5e08b93cf03e,Terraforming Ganymede,,30.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,g25b9696f76e2,教父,4,7,2021-11-23 15:00:08,57,4,1,Point Luna,StormCraft Incorporated (breakthrough),点月,木星云公司(突破),True,True,False,True,,False,g25b9696f76e2,Water Import From Europa,,25.0,3.0,宙斯再临,在7时代内同时打出所有全卡木星计分 (4/4)
,gf5838bcea314,nafarian,4,8,2022-02-16 01:35:58,102,4,1,Manutech,Interplanetary Cinematics (breakthrough),产能公司,事件(突破),True,True,True,True,True,False,gf5838bcea314,Terraforming Ganymede,0.0,47.0,3.0,宙斯再临,在8时代内同时打出所有全卡木星计分 (4/4)
,gbf004fccd91d,zd,2,15,2021-07-06 15:49:35,121,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,gbf004fccd91d,Io Mining Industries,,51.0,3.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,gc48975a56175,德华,2,13,2021-06-15 19:41:31,237,1,1,Aridor,,标记钱产,,False,False,False,False,,False,gc48975a56175,Ganymede Colony,,42.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,g78551c15eda4,lonelywarden,2,11,2021-06-15 23:31:22,113,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g78551c15eda4,Water Import From Europa,,43.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,ga047239c6a4b,z,2,12,2021-06-16 21:12:54,198,1,1,Curiosity II,,版图抽牌,,True,True,True,False,,False,ga047239c6a4b,Terraforming Ganymede,,54.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,gb5e24053c504,贤神,2,15,2021-06-17 00:27:59,179,1,1,Cheung Shing MARS,,铁牌-2,,False,False,False,False,,False,gb5e24053c504,Ganymede Colony,,53.0,3.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,g77d1ae9b0149,囧,2,10,2021-06-17 21:14:58,121,1,1,Pobolog (breakthrough),,钛公司(未突破),,True,True,True,False,,False,g77d1ae9b0149,Terraforming Ganymede,,54.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g4a8b18a61e40,patxu,2,11,2021-06-17 23:08:25,106,1,1,Morning Star Inc.,Cheung Shing MARS,金星公司(未突破),铁牌-2,False,False,False,True,,False,g4a8b18a61e40,Terraforming Ganymede,,43.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g66a7dc542775,文,2,12,2021-06-18 15:24:46,117,1,1,United Nations Mars Initiative,,UNMI(未突破),,False,False,False,False,,False,g66a7dc542775,Terraforming Ganymede,,62.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,gb71ba18103bd,张成,2,11,2021-06-18 23:50:30,142,1,1,Project Workshop,Viron (breakthrough),蓝卡公司,双动公司(突破),True,True,False,True,,False,gb71ba18103bd,Terraforming Ganymede,,53.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,gb08ffc8e7f89,王二狗,2,9,2021-06-22 13:15:18,171,1,1,Valley Trust (breakthrough),Manutech,前序公司(突破),产能公司,True,False,False,True,,False,gb08ffc8e7f89,Terraforming Ganymede,,46.0,3.0,宙斯再临,在9时代内同时打出所有全卡木星计分 (4/4)
,g1278362b6d04,智障月,2,17,2021-07-23 00:16:48,142,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g1278362b6d04,Terraforming Ganymede,,51.0,3.0,宙斯再临,在17时代内同时打出所有全卡木星计分 (4/4)
,g1974302dd900,尹雨泽,2,13,2021-06-23 22:53:08,164,1,1,Point Luna,,点月,,False,False,False,False,,False,g1974302dd900,Ganymede Colony,,48.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,gd79d5f6a3338,阿鹏,2,13,2021-06-25 20:25:04,339,1,1,Saturn Systems,Septem Tribus,木星公司,议会公司,True,False,False,True,,False,gd79d5f6a3338,Terraforming Ganymede,,86.0,4.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,g5dbac36ee732,黄鸡,2,11,2021-06-26 12:27:23,160,1,1,Inventrix (breakthrough),Vitor,科技适应(突破),分牌回3,True,True,True,True,,False,g5dbac36ee732,Water Import From Europa,,49.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,ge53a79813fa3,owl,2,11,2021-06-26 14:00:32,160,1,1,Inventrix (breakthrough),Splice (breakthrough),科技适应(突破),微生物公司(突破),True,False,False,True,,False,ge53a79813fa3,Terraforming Ganymede,,42.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g65b9f16c8a8f,暗翼,2,12,2021-06-27 12:12:30,184,1,1,Manutech,Pobolog (breakthrough),产能公司,钛公司(未突破),True,False,False,True,,False,g65b9f16c8a8f,Terraforming Ganymede,,65.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g72f7a02b3776,米饭,2,12,2021-06-29 20:27:53,202,1,1,MorningStar Inc (breakthrough),Factorum (breakthrough),金星公司(突破),电产抽铁牌(突破),True,True,False,True,,False,g72f7a02b3776,Terraforming Ganymede,,57.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g1102abb2680a,wang,2,14,2021-07-01 00:54:43,226,1,1,Utopia Invest,,乌托邦公司,,False,False,False,False,,False,g1102abb2680a,Terraforming Ganymede,,58.0,4.0,宙斯再临,在14时代内同时打出所有全卡木星计分 (4/4)
,ge3c7b3f6b124,阿拾,2,13,2021-07-07 21:38:41,338,1,1,Valley Trust (breakthrough),Celestic (breakthrough),前序公司(突破),云公司(突破),True,False,False,True,,False,ge3c7b3f6b124,Terraforming Ganymede,,68.0,4.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,ge84d4cf4cdd9,小企鹅,2,21,2021-07-09 19:33:59,736,1,1,Saturn Systems,Trade Navigator,木星公司,霞之白嫖,True,True,True,True,,True,ge84d4cf4cdd9,Water Import From Europa,,141.0,4.0,宙斯再临,在21时代内同时打出所有全卡木星计分 (4/4)
,gf679c8442285,kino,2,10,2021-07-10 14:43:28,442,1,1,MorningStar Inc (breakthrough),Trade Navigator,金星公司(突破),霞之白嫖,True,True,True,True,,False,gf679c8442285,Terraforming Ganymede,,94.0,4.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,gd7cb331aac14,阿狗,2,10,2021-07-11 02:41:59,233,1,1,Teractor (breakthrough),Vitor,地球公司(突破),分牌回3,True,True,True,True,,False,gd7cb331aac14,Water Import From Europa,,45.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,ga0e50d8cff3b,二狗,2,10,2021-07-11 02:59:27,192,1,1,Valley Trust (breakthrough),Project Workshop,前序公司(突破),蓝卡公司,True,True,True,True,,True,ga0e50d8cff3b,Io Mining Industries,,49.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,gd61a340b4b9f,瑞,2,13,2021-07-11 18:02:41,199,1,1,CrediCor,,57公司,,False,False,False,False,,False,gd61a340b4b9f,Terraforming Ganymede,,58.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,ged153d11f650,q86049056,2,13,2021-07-12 16:04:38,143,1,1,Interplanetary Cinematics,,事件(未突破),,False,False,False,False,,False,ged153d11f650,Ganymede Colony,,52.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,g6f9f13a9c46d,头痛吴,2,15,2021-07-13 07:28:06,239,1,1,Helion,,热公司,,False,False,False,False,,False,g6f9f13a9c46d,Terraforming Ganymede,,59.0,3.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,g9b3d4049706f,怕怕,2,12,2021-07-13 23:29:26,218,1,1,Helion,,热公司,,False,False,False,False,,False,g9b3d4049706f,Terraforming Ganymede,,65.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g4865680ac481,陶,2,14,2021-07-14 16:05:04,123,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g4865680ac481,Water Import From Europa,,51.0,3.0,宙斯再临,在14时代内同时打出所有全卡木星计分 (4/4)
,gc6d3c14164db,yuanloge,2,11,2021-07-15 23:50:02,82,1,1,Mining Guild,,矿业(未突破),,False,False,False,False,,False,gc6d3c14164db,Ganymede Colony,,49.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,gfa42480e27c8,罗成,2,13,2021-07-18 00:11:46,112,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,gfa42480e27c8,Water Import From Europa,,38.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,g8c5dcfa7746c,哈士奇,2,17,2021-07-19 23:30:49,166,1,1,EcoLine,,植物(未突破),,False,False,False,False,,False,g8c5dcfa7746c,Ganymede Colony,,68.0,3.0,宙斯再临,在17时代内同时打出所有全卡木星计分 (4/4)
,g4b74261a59d3,小拾,2,12,2021-07-20 23:45:12,202,1,1,Saturn Systems,Terralabs Research (breakthrough),木星公司,买牌1块(突破),True,False,False,True,,False,g4b74261a59d3,Terraforming Ganymede,,66.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g98d5d07ddc80,bing,2,18,2021-07-22 00:30:44,175,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g98d5d07ddc80,Terraforming Ganymede,,60.0,3.0,宙斯再临,在18时代内同时打出所有全卡木星计分 (4/4)
,gde874c0cdbbb,小z,2,11,2021-07-25 11:02:38,162,1,1,Valley Trust (breakthrough),Viron (breakthrough),前序公司(突破),双动公司(突破),True,True,True,True,,False,gde874c0cdbbb,Water Import From Europa,,33.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,ga705fdddf527,哦豁,2,17,2021-07-26 01:35:08,181,1,1,Mining Guild,,矿业(未突破),,False,False,False,False,,False,ga705fdddf527,Ganymede Colony,,51.0,3.0,宙斯再临,在17时代内同时打出所有全卡木星计分 (4/4)
,g342accdc613f,stmx0v0,2,12,2021-07-27 23:56:26,215,1,1,Point Luna,,点月,,False,False,False,False,,False,g342accdc613f,Terraforming Ganymede,,73.0,4.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g8f6e5d01f6ba,unowen,2,12,2021-07-31 12:33:40,164,1,1,PhoboLog,,钛公司(未突破),,False,False,False,False,,False,g8f6e5d01f6ba,Ganymede Colony,,58.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,gca52fedc66ce,🍆,2,14,2021-11-04 11:37:14,172,1,1,Arcadian Communities,,社区(未突破),,False,False,False,False,,False,gca52fedc66ce,Terraforming Ganymede,,52.0,4.0,宙斯再临,在14时代内同时打出所有全卡木星计分 (4/4)
,g40ff4e14aa3b,思锐,2,11,2021-11-04 21:05:20,94,1,1,Teractor (breakthrough),,地球公司(突破),,True,False,False,False,,False,g40ff4e14aa3b,Terraforming Ganymede,,42.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,gb2957ad1cd7c,adonkey,2,18,2021-11-07 01:41:39,345,1,1,Aridor,,标记钱产,,False,False,False,False,,False,gb2957ad1cd7c,Terraforming Ganymede,,76.0,4.0,宙斯再临,在18时代内同时打出所有全卡木星计分 (4/4)
,g527910e0a095,茄,2,13,2021-11-08 11:59:22,126,1,1,Philares,,贴贴公司,,False,False,False,False,,False,g527910e0a095,Terraforming Ganymede,,36.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,gd6419740eaca,李,2,11,2021-11-11 23:09:55,295,1,1,Pobolog (breakthrough),Celestic (breakthrough),钛公司(未突破),云公司(突破),True,True,True,True,,False,gd6419740eaca,Terraforming Ganymede,,71.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g6b45881068f1,Makise,2,12,2021-11-11 17:32:17,443,1,1,Mons Insurance,Project Workshop,保险,蓝卡公司,True,True,True,True,,False,g6b45881068f1,Terraforming Ganymede,,100.0,4.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g3bc51a510919,xxyk123,2,21,2021-11-14 18:22:07,149,1,1,PhoboLog,,钛公司(未突破),,False,False,False,False,,False,g3bc51a510919,Ganymede Colony,,52.0,3.0,宙斯再临,在21时代内同时打出所有全卡木星计分 (4/4)
,gd87b9d7cfa42,麦,2,11,2021-11-14 19:57:37,265,1,1,Curiosity II,Factorum (breakthrough),版图抽牌,电产抽铁牌(突破),True,True,True,True,,False,gd87b9d7cfa42,Terraforming Ganymede,,53.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g40e88f73e6b5,1,2,12,2021-11-15 21:38:21,144,1,1,Mining Guild,,矿业(未突破),,False,False,False,False,,False,g40e88f73e6b5,Terraforming Ganymede,,63.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g283d92ea1443,章,2,13,2021-11-17 22:18:29,128,1,1,Point Luna,,点月,,False,False,False,False,,False,g283d92ea1443,Io Mining Industries,,45.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,gea1f91b05add,pete,2,11,2021-11-18 12:17:28,139,1,1,Viron,,双动公司(未突破),,False,False,False,False,,False,gea1f91b05add,Terraforming Ganymede,,64.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g6b14d6d7907e,尼禄,2,11,2021-11-22 01:12:03,280,1,1,Viron (breakthrough),Id Front,双动公司(突破),前线基地,True,True,True,True,,False,g6b14d6d7907e,Terraforming Ganymede,,73.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g545a60c48634,小麦,2,10,2021-11-26 12:06:10,161,1,1,CrediCor,Pharmacy Union,57公司,制药联盟,True,True,True,True,,False,g545a60c48634,Terraforming Ganymede,,51.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g3f76ab87bd6b,dino,2,15,2021-11-29 23:09:43,183,1,1,Valley Trust,,前序公司(未突破),,False,False,False,False,,False,g3f76ab87bd6b,Water Import From Europa,,57.0,3.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,g8190c04222a5,我的宝儿,2,14,2021-12-03 22:42:55,151,1,1,Teractor,Vitor,地球公司(未突破),分牌回3,False,False,False,True,,False,g8190c04222a5,Water Import From Europa,,49.0,3.0,宙斯再临,在14时代内同时打出所有全卡木星计分 (4/4)
,g2bbf903c0ea8,护肤和,2,15,2021-12-11 00:18:51,165,1,1,CrediCor,,57公司,,False,False,False,False,,False,g2bbf903c0ea8,Io Mining Industries,,55.0,3.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,g9a8b81732873,匆匆,2,10,2021-12-11 16:44:05,190,1,1,Manutech,Viron (breakthrough),产能公司,双动公司(突破),True,True,True,True,,False,g9a8b81732873,Water Import From Europa,,53.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,gb6039067f1ba,工具人,2,19,2021-12-12 22:57:32,418,1,1,Chaos,Interplanetary Cinematics (breakthrough), Chaos,事件(突破),True,True,True,True,,True,gb6039067f1ba,Terraforming Ganymede,,128.0,3.0,宙斯再临,在19时代内同时打出所有全卡木星计分 (4/4)
,g6a7b1620e19b,月色,2,11,2021-12-13 13:27:01,145,1,1,Saturn Systems,StormCraft Incorporated (breakthrough),木星公司,木星云公司(突破),True,True,False,True,,False,g6a7b1620e19b,Terraforming Ganymede,,72.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,gb72c73345a81,JSW,2,12,2021-12-16 10:20:13,121,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,gb72c73345a81,Ganymede Colony,,49.0,4.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g1297ce1fd6e7,sd,2,15,2021-12-25 02:52:59,132,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g1297ce1fd6e7,Terraforming Ganymede,,42.0,4.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,g6c79213b0186,真香,2,10,2021-12-25 21:51:41,122,1,1,Interplanetary Cinematics (breakthrough),MorningStar Inc (breakthrough),事件(突破),金星公司(突破),True,False,False,True,,False,g6c79213b0186,Terraforming Ganymede,,49.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g7f39c688d971,跳骚鬼畜陈,2,10,2021-12-26 18:45:36,157,1,1,Manutech,Recyclon,产能公司,铁微生物(未突破),False,False,False,True,,False,g7f39c688d971,Terraforming Ganymede,,51.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,g3461ef1e636b,枫叶,2,31,2021-12-27 14:39:56,383,1,1,Helion (breakthrough),Interplanetary Cinematics (breakthrough),热公司(突破),事件(突破),True,False,False,True,,False,g3461ef1e636b,Terraforming Ganymede,,111.0,3.0,宙斯再临,在31时代内同时打出所有全卡木星计分 (4/4)
,ga54b045d0b5c,飞,2,16,2021-12-27 19:03:06,318,1,1,Inventrix (breakthrough),Viron (breakthrough),科技适应(突破),双动公司(突破),True,False,True,True,,False,ga54b045d0b5c,Ganymede Colony,,80.0,4.0,宙斯再临,在16时代内同时打出所有全卡木星计分 (4/4)
,g8df50925ed5b,kaoyu,2,16,2022-01-02 01:49:24,115,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g8df50925ed5b,Terraforming Ganymede,,55.0,3.0,宙斯再临,在16时代内同时打出所有全卡木星计分 (4/4)
,gf8e2a674fcb9,To,2,17,2022-01-03 02:21:11,137,1,1,Interplanetary Cinematics,,事件(未突破),,False,False,False,False,,False,gf8e2a674fcb9,Terraforming Ganymede,,46.0,3.0,宙斯再临,在17时代内同时打出所有全卡木星计分 (4/4)
,g194694ed40cd,AI简单模式,2,11,2022-01-03 21:34:44,127,1,1,Manutech,,产能公司,,False,False,False,False,,False,g194694ed40cd,Terraforming Ganymede,,43.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g65d369147b3b,ai简单模式,2,12,2022-01-03 22:57:57,212,1,1,Cheung Shing MARS,,铁牌-2,,False,False,False,False,,False,g65d369147b3b,Terraforming Ganymede,,64.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,gae6612ed4e45,kakyoin,2,16,2022-01-04 00:04:37,155,1,1,Point Luna,,点月,,False,False,False,False,,False,gae6612ed4e45,Water Import From Europa,,53.0,4.0,宙斯再临,在16时代内同时打出所有全卡木星计分 (4/4)
,g966c8b3c3ee8,14,2,12,2022-01-06 22:52:34,190,1,1,Celestic (breakthrough),Poseidon,云公司(突破),殖民公司,True,False,False,True,,False,g966c8b3c3ee8,Ganymede Colony,,55.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g8a950bf17eaa,orange2333,2,13,2022-01-10 21:48:47,148,1,1,PhoboLog,,钛公司(未突破),,False,False,False,False,,False,g8a950bf17eaa,Water Import From Europa,,37.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,g811382bf6fc8,我想啪啪,2,12,2022-01-10 23:28:53,120,1,1,Aphrodite,,金星植物(未突破),,False,False,False,False,,False,g811382bf6fc8,Terraforming Ganymede,,58.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,gec1e115a2bde,二蛋,2,15,2022-01-11 15:49:07,173,1,1,Valley Trust,,前序公司(未突破),,False,False,False,False,,False,gec1e115a2bde,Water Import From Europa,,70.0,3.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,g56a9d33e772e,陌宵,2,14,2022-01-16 14:40:13,138,1,1,Inventrix,,科技适应(未突破),,False,False,False,False,,False,g56a9d33e772e,Io Mining Industries,,61.0,3.0,宙斯再临,在14时代内同时打出所有全卡木星计分 (4/4)
,gddb644eefb2c,硫酸钡式量233,2,16,2022-01-16 15:57:37,187,1,1,Valley Trust,,前序公司(未突破),,False,False,False,False,,False,gddb644eefb2c,Water Import From Europa,,47.0,3.0,宙斯再临,在16时代内同时打出所有全卡木星计分 (4/4)
,g85a866e381b0,2,2,14,2022-01-19 18:42:35,133,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g85a866e381b0,Ganymede Colony,,44.0,3.0,宙斯再临,在14时代内同时打出所有全卡木星计分 (4/4)
,g4fea7d81e931,豌豆,2,11,2022-01-18 11:10:15,89,1,1,Saturn Systems,,木星公司,,False,False,False,False,,False,g4fea7d81e931,Terraforming Ganymede,,38.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g3d48b9256198,Ch4os,2,13,2022-01-19 00:56:07,162,1,1,Factorum,,电产抽铁牌(未突破),,False,False,False,False,,False,g3d48b9256198,Ganymede Colony,,48.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,g168e38f67cd9,瓜,2,11,2022-01-20 16:39:20,162,1,1,Terralabs Research (breakthrough),Inventrix (breakthrough),买牌1块(突破),科技适应(突破),True,True,False,True,,False,g168e38f67cd9,Terraforming Ganymede,,62.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g1d79bdafd4aa,Lv,2,15,2022-01-20 17:33:49,301,1,1,Point Luna,,点月,,False,False,False,False,,False,g1d79bdafd4aa,Terraforming Ganymede,,67.0,4.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,g8b8b7e5324cd,andyyu2022,2,14,2022-01-21 00:13:14,151,1,1,Cheung Shing MARS,,铁牌-2,,False,False,False,False,,False,g8b8b7e5324cd,Ganymede Colony,,50.0,3.0,宙斯再临,在14时代内同时打出所有全卡木星计分 (4/4)
,gc465b810202a,tfar,2,14,2022-01-23 21:06:34,218,1,1,Valley Trust,,前序公司(未突破),,False,False,False,False,False,False,gc465b810202a,Ganymede Colony,0.0,48.0,3.0,宙斯再临,在14时代内同时打出所有全卡木星计分 (4/4)
,g4564a733e676,Lucky,2,15,2022-01-28 23:16:44,132,1,1,Thorgate,,电公司(未突破),,False,False,False,False,False,False,g4564a733e676,Ganymede Colony,0.0,46.0,4.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,gdbe821897812,tuzi,2,20,2022-01-26 22:34:54,1000,1,1,Inventrix (breakthrough),Trade Navigator,科技适应(突破),霞之白嫖,True,True,True,True,True,True,gdbe821897812,Terraforming Ganymede,0.0,154.0,4.0,宙斯再临,在20时代内同时打出所有全卡木星计分 (4/4)
,gfda7caf13c1c,一只狷,2,13,2022-02-02 20:51:23,132,1,1,Point Luna,,点月,,False,False,False,False,False,False,gfda7caf13c1c,Water Import From Europa,0.0,39.0,3.0,宙斯再临,在13时代内同时打出所有全卡木星计分 (4/4)
,g63820993f50e,聪,2,12,2022-01-29 21:43:31,146,1,1,Astrodrill,Chaos,天体钻井, Chaos,True,False,True,True,False,False,g63820993f50e,Ganymede Colony,0.0,51.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,gad8e8146f584,hikaru,2,11,2022-01-31 17:56:19,236,1,1,Pharmacy Union,Terralabs Research (breakthrough),制药联盟,买牌1块(突破),True,False,False,True,False,False,gad8e8146f584,Terraforming Ganymede,0.0,51.0,3.0,宙斯再临,在11时代内同时打出所有全卡木星计分 (4/4)
,g1e83f8ddb7d0,shadow112545,2,12,2022-01-31 22:49:41,106,1,1,Mining Guild,,矿业(未突破),,False,False,False,False,False,False,g1e83f8ddb7d0,Terraforming Ganymede,0.0,43.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g4d706c596e61,b,2,12,2022-02-01 13:17:46,105,1,1,Inventrix,,科技适应(未突破),,False,False,False,False,False,False,g4d706c596e61,Ganymede Colony,0.0,44.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g5d3ebb53b301,真,2,31,2022-02-02 18:54:00,833,1,1,CrediCor,,57公司,,False,False,False,False,False,False,g5d3ebb53b301,Terraforming Ganymede,0.0,146.0,4.0,宙斯再临,在31时代内同时打出所有全卡木星计分 (4/4)
,gb54ea6a779ce,小超子,2,15,2022-02-03 17:50:27,223,1,1,Robinson Industries,,鲁滨逊(未突破),,False,False,False,False,False,False,gb54ea6a779ce,Water Import From Europa,0.0,56.0,3.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,g568a0bcbc90f,Huasong ,2,10,2022-02-04 23:41:32,127,1,1,Point Luna,Valley Trust (breakthrough),点月,前序公司(突破),True,True,False,True,False,False,g568a0bcbc90f,Terraforming Ganymede,0.0,58.0,3.0,宙斯再临,在10时代内同时打出所有全卡木星计分 (4/4)
,gddc833c86e7b,Gnemnij,2,12,2022-02-05 23:08:52,140,1,1,Mining Guild,,矿业(未突破),,False,False,False,False,False,False,gddc833c86e7b,Water Import From Europa,0.0,50.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
,g4017444dc584,DW,2,14,2022-02-10 21:07:48,165,1,1,PhoboLog,,钛公司(未突破),,False,False,False,False,False,False,g4017444dc584,Water Import From Europa,0.0,45.0,3.0,宙斯再临,在14时代内同时打出所有全卡木星计分 (4/4)
,g644d5937378b,妹控,2,15,2022-02-13 22:51:13,418,1,1,Valley Trust (breakthrough),Teractor (breakthrough),前序公司(突破),地球公司(突破),True,True,True,True,False,False,g644d5937378b,Terraforming Ganymede,0.0,86.0,3.0,宙斯再临,在15时代内同时打出所有全卡木星计分 (4/4)
,g15e5973f3843,grasszyf,2,12,2022-02-14 16:08:55,161,1,1,Interplanetary Cinematics (breakthrough),,事件(突破),,True,False,True,False,False,False,g15e5973f3843,Terraforming Ganymede,0.0,64.0,3.0,宙斯再临,在12时代内同时打出所有全卡木星计分 (4/4)
